player_id,display_name,player_name,surname,forename,player_dob,dob_display,comp_rec_pos,soccerbase_pos,tm_pos_1,tm_pos_2,tm_pos_3,position
HeweltMateusz19960923,"Hewelt, Mateusz",Mateusz Hewelt,Hewelt,Mateusz,1996-09-23,,,Goalkeeper,Goalkeeper,,,Goalkeeper
HeydonJackie19281019,"Heydon, Jackie",Jackie Heydon,Heydon,Jackie,1928-10-19,,Right Half,,,,,Right Half
HeywoodBert31913,"Heywood, Bert",Bert Heywood,Heywood,Bert,,Q3 1913,Outside Right,,,,,Outside Right
HicksonDave19291030,"Hickson, Dave",Dave Hickson,Hickson,Dave,1929-10-30,,Center Forward,,Centre-Forward,,,Center Forward
HigdonMichael19830902,"Higdon, Michael",Michael Higdon,Higdon,Michael,1983-09-02,,,Forward,Centre-Forward,Second Striker,Right Winger,Centre-Forward
HigginsDave19610819,"Higgins, Dave",Dave Higgins,Higgins,Dave,1961-08-19,,Central Defender,Defender,Centre-Back,,,Central Defender
HilditchMark19600820,"Hilditch, Mark",Mark Hilditch,Hilditch,Mark,1960-08-20,,Center Forward,,Centre-Forward,,,Center Forward
HillAlan19330701,"Hill, Alan",Alan Hill,Hill,Alan,1933-07-01,,Outside Left,,,,,Outside Left
HillClint19781019,"Hill, Clint",Clint Hill,Hill,Clint,1978-10-19,,,Defender,Centre-Back,Left-Back,,Centre-Back
HillMandy19400215,"Hill, Mandy",Mandy Hill,Hill,Mandy,1940-02-15,,Outside Right,,Right Winger,,,Outside Right
HillMatt19810326,"Hill, Matt",Matt Hill,Hill,Matt,1981-03-26,,,Defender,Left-Back,,,Left-Back
HillReginald1907,"Hill, Reginald",Reginald Hill,Hill,Reginald,,~1907,Center Half,,,,,Center Half
HiltonHarold18891113,"Hilton, Harold",Harold Hilton,Hilton,Harold,1889-11-13,,Inside Right,,,,,Inside Right
HinchJimmy19471108,"Hinch, Jimmy",Jimmy Hinch,Hinch,Jimmy,1947-11-08,,Center Forward,,,,,Center Forward
HinchliffeBen19881009,"Hinchliffe, Ben",Ben Hinchliffe,Hinchliffe,Ben,1988-10-09,,,Goalkeeper,Goalkeeper,,,Goalkeeper
HindsRichard19800822,"Hinds, Richard",Richard Hinds,Hinds,Richard,1980-08-22,,,Defender,Centre-Back,Right-Back,,Centre-Back
HockenhullBen20010903,"Hockenhull, Ben",Ben Hockenhull,Hockenhull,Ben,2001-09-03,,,Defender,Centre-Back,,,Centre-Back
HodgsonLaurie19170119,"Hodgson, Laurie",Laurie Hodgson,Hodgson,Laurie,1917-01-19,,Fullback,,,,,Fullback
HoganLiam19890208,"Hogan, Liam",Liam Hogan,Hogan,Liam,1989-02-08,,,Defender,Centre-Back,Right-Back,,Centre-Back
HolderAlan19311210,"Holder, Alan",Alan Holder,Holder,Alan,1931-12-10,,Forward,,,,,Forward
HollifieldMike19610502,"Hollifield, Mike",Mike Hollifield,Hollifield,Mike,1961-05-02,,Fullback,,,,,Fullback
HolmesDanny19890106,"Holmes, Danny",Danny Holmes,Holmes,Danny,1989-01-06,,,Defender,Right-Back,Left-Back,Centre-Back,Right-Back
HolnessMarcus19881208,"Holness, Marcus",Marcus Holness,Holness,Marcus,1988-12-08,,,Defender,Centre-Back,,,Centre-Back
HoodJackie19380108,"Hood, Jackie",Jackie Hood,Hood,Jackie,1938-01-08,,Inside Forward,,,,,Inside Forward
HopkinsonSamuel19020209,"Hopkinson, Samuel",Samuel Hopkinson,Hopkinson,Samuel,1902-02-09,,Left Half,,,,,Left Half
HornbyEric19230331,"Hornby, Eric",Eric Hornby,Hornby,Eric,1923-03-31,,Fullback,,,,,Fullback
HorwoodEvan19860310,"Horwood, Evan",Evan Horwood,Horwood,Evan,1986-03-10,,,Defender,Left-Back,,,Left-Back
HorwoodNeil19640804,"Horwood, Neil",Neil Horwood,Horwood,Neil,1964-08-04,,Center Forward,,,,,Center Forward
HotiFlorent20001211,"Hoti, Florent",Florent Hoti,Hoti,Florent,2000-12-11,,,Midfielder,Central Midfield,Defensive Midfield,Left Midfield,Central Midfield
HowarthRussell19820327,"Howarth, Russell",Russell Howarth,Howarth,Russell,1982-03-27,,,Goalkeeper,Goalkeeper,,,Goalkeeper
HudsonGeorge19370314,"Hudson, George",George Hudson,Hudson,George,1937-03-14,,Center Forward,,Centre-Forward,,,Center Forward
HughesDavid19430427,"Hughes, David",David Hughes,Hughes,David,1943-04-27,,Winger,,,,,Winger
HughesJeff19850529,"Hughes, Jeff",Jeff Hughes,Hughes,Jeff,1985-05-29,,,Midfielder,Central Midfield,Left Midfield,Left-Back,Central Midfield
HughesMark19620203,"Hughes, Mark",Mark Hughes,Hughes,Mark,1962-02-03,,Central Defender,,Centre-Back,Sweeper,,Central Defender
HughesRhys20010921,"Hughes, Rhys",Rhys Hughes,Hughes,Rhys,2001-09-21,,,Midfielder,Central Midfield,Left Midfield,Right Midfield,Central Midfield
HughesThomas,"Hughes, Thomas",Thomas Hughes,Hughes,Thomas,,Unknown,Outside Left,,,,,Outside Left
HugillJordan19920604,"Hugill, Jordan",Jordan Hugill,Hugill,Jordan,1992-06-04,,,Forward,Centre-Forward,,,Centre-Forward
HumeIain19831030,"Hume, Iain",Iain Hume,Hume,Iain,1983-10-30,,,Forward,Centre-Forward,,,Centre-Forward
HuntRobert,"Hunt, Robert",Robert Hunt,Hunt,Robert,,Unknown,Outside Right,,,,,Outside Right
HutchinsonBobby19530619,"Hutchinson, Bobby",Bobby Hutchinson,Hutchinson,Bobby,1953-06-19,,Midfielder,,,,,Midfielder
HyamJames,"Hyam, James",James Hyam,Hyam,James,,Unknown,Center Forward,,,,,Center Forward
IcetonLloyd19200330,"Iceton, Lloyd",Lloyd Iceton,Iceton,Lloyd,1920-03-30,,Outside Left,,,,,Outside Left
IhiekweMichael19921120,"Ihiekwe, Michael",Michael Ihiekwe,Ihiekwe,Michael,1992-11-20,,,Defender,Centre-Back,Right-Back,,Centre-Back
IlesanmiSam19980713,"Ilesanmi, Sam",Sam Ilesanmi,Ilesanmi,Sam,1998-07-13,,,Forward,Centre-Forward,,,Centre-Forward
ImlachMike19620919,"Imlach, Mike",Mike Imlach,Imlach,Mike,1962-09-19,,Defender,,,,,Defender
IronsKenny19701104,"Irons, Kenny",Kenny Irons,Irons,Kenny,1970-11-04,,Midfielder,Midfielder,Attacking Midfield,,,Midfielder
JackAndrew19230630,"Jack, Andrew",Andrew Jack,Jack,Andrew,1923-06-30,,Center Forward,,,,,Center Forward
JacksonArchie19010125,"Jackson, Archie",Archie Jackson,Jackson,Archie,1901-01-25,,Center Half,,,,,Center Half
JacksonDavid19370123,"Jackson, David",David Jackson,Jackson,David,1937-01-23,,Inside Forward,,,,,Inside Forward
JacksonGeorge18930617,"Jackson, George",George Jackson,Jackson,George,1893-06-17,,Fullback,,,,,Fullback
JacksonJimmy18960414,"Jackson, Jimmy",Jimmy Jackson,Jackson,Jimmy,1896-04-14,,Inside Forward,,,,,Inside Forward
JacksonMarlon19901206,"Jackson, Marlon",Marlon Jackson,Jackson,Marlon,1990-12-06,,,Forward,Centre-Forward,Left Winger,Right Winger,Centre-Forward
JacksonMike19731204,"Jackson, Mike",Mike Jackson,Jackson,Mike,1973-12-04,,,Defender,Centre-Back,,,Centre-Back
JacksonPeter19370123,"Jackson, Peter",Peter Jackson,Jackson,Peter,1937-01-23,,Center Half,,Centre-Back,Defensive Midfield,,Center Half
JacksonWiliam19241208,"Jackson, Wiliam",Wiliam Jackson,Jackson,Wiliam,1924-12-08,,Half Back,,,,,Half Back
JacksonWilliam,"Jackson, William",William Jackson,Jackson,William,,Unknown,Fullback,,,,,Fullback
JagoBen19960904,"Jago, Ben",Ben Jago,Jago,Ben,1996-09-04,,,Midfielder,Right Midfield,Right-Back,,Right Midfield
JahraldoMartinCalaum19930427,"Jahraldo-Martin, Calaum",Calaum Jahraldo-Martin,Jahraldo-Martin,Calaum,1993-04-27,,,Forward,Right Winger,Left Winger,,Right Winger
JamesJohn19481024,"James, John",John James,James,John,1948-10-24,,Forward,,,,,Forward
JamesOliver19870113,"James, Oliver",Oliver James,James,Oliver,1987-01-13,,,Midfielder,Central Midfield,Centre-Back,,Central Midfield
JamesonKyle19980911,"Jameson, Kyle",Kyle Jameson,Jameson,Kyle,1998-09-11,,,Defender,Centre-Back,Left-Back,,Centre-Back
JeffesAlbert18971001,"Jeffes, Albert",Albert Jeffes,Jeffes,Albert,1897-10-01,,Half Back,,,,,Half Back
JenningsConnor19911029,"Jennings, Connor",Connor Jennings,Jennings,Connor,1991-10-29,,,Midfielder,Centre-Forward,Left Winger,Right Winger,Centre-Forward
JenningsDale19921221,"Jennings, Dale",Dale Jennings,Jennings,Dale,1992-12-21,,,Midfielder,Left Winger,Centre-Forward,Right Winger,Left Winger
JenningsSteven19841028,"Jennings, Steven",Steven Jennings,Jennings,Steven,1984-10-28,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
JervisJake19910917,"Jervis, Jake",Jake Jervis,Jervis,Jake,1991-09-17,,,Forward,Centre-Forward,Right Winger,Left Winger,Centre-Forward
JobsonRichard19630509,"Jobson, Richard",Richard Jobson,Jobson,Richard,1963-05-09,,,Defender,Centre-Back,,,Centre-Back
JohnsonBrian19481029,"Johnson, Brian",Brian Johnson,Johnson,Brian,1948-10-29,,Half Back,,,,,Half Back
JohnsonDanny19930228,"Johnson, Danny",Danny Johnson,Johnson,Danny,1993-02-28,,,Forward,Centre-Forward,,,Centre-Forward
JohnsonDavid19510417,"Johnson, David",David Johnson,Johnson,David,1951-04-17,,Goalkeeper,,,,,Goalkeeper
JohnsonDickie19530220,"Johnson, Dickie",Dickie Johnson,Johnson,Dickie,1953-02-20,,Goalkeeper,,Goalkeeper,,,Goalkeeper
JohnsonJohn41906,"Johnson, John (b.1906)",John Johnson,Johnson,John,,Q4 1906,Half Back,,,,,Half Back
JohnsonJohn19880916,"Johnson, John (b.1988)",John Johnson,Johnson,John,1988-09-16,,,Defender,Centre-Back,Right-Back,,Centre-Back
JohnstoneRobert19180913,"Johnstone, Robert",Robert Johnstone,Johnstone,Robert,1918-09-13,,Fullback,,,,,Fullback
JolleyCharlie19360303,"Jolley, Charlie (b.1936)",Charlie Jolley,Jolley,Charlie,1936-03-03,,Center Forward,,,,,Center Forward
JolleyCharlie20010113,"Jolley, Charlie (b.2001)",Charlie Jolley,Jolley,Charlie,2001-01-13,,,Forward,Centre-Forward,,,Centre-Forward
JonesAndrai19920101,"Jones, Andrai",Andrai Jones,Jones,Andrai,1992-01-01,,,Defender,Attacking Midfield,Central Midfield,Right Midfield,Attacking Midfield
JonesBenny19200323,"Jones, Benny",Benny Jones,Jones,Benny,1920-03-23,,Winger,,,,,Winger
JonesDerek19290424,"Jones, Derek",Derek Jones,Jones,Derek,1929-04-24,,Fullback,,,,,Fullback
JonesEthan19980404,"Jones, Ethan",Ethan Jones,Jones,Ethan,1998-04-04,,,Forward,Centre-Forward,,,Centre-Forward
JonesGary19750510,"Jones, Gary",Gary Jones,Jones,Gary,1975-05-10,,Center Forward,Midfielder,Central Midfield,Striker,Centre-Back,Center Forward
JonesGwyn19120221,"Jones, Gwyn",Gwyn Jones,Jones,Gwyn,1912-02-21,,Left Back,,,,,Left Back
JonesLee19730529,"Jones, Lee",Lee Jones,Jones,Lee,1973-05-29,,Forward,Forward,Centre-Forward,,,Forward
JonesLes19401109,"Jones, Les",Les Jones,Jones,Les,1940-11-09,,Inside Right,,Second Striker,,,Inside Right
JonesMartin19750327,"Jones, Martin",Martin Jones,Jones,Martin,1975-03-27,,Goalkeeper,,,,,Goalkeeper
JonesMike19870815,"Jones, Mike",Mike Jones,Jones,Mike,1987-08-15,,,Midfielder,Central Midfield,Left Midfield,Right Midfield,Central Midfield
JonesOssie19090115,"Jones, Ossie",Ossie Jones,Jones,Ossie,1909-01-15,,Inside Right,,,,,Inside Right
JonesRobert1911,"Jones, Robert",Robert Jones,Jones,Robert,,~1911,Left Back,,,,,Left Back
JonesTommy19091206,"Jones, Tommy",Tommy Jones,Jones,Tommy,1909-12-06,,Outside Right,,,,,Outside Right
JoyBrian19510226,"Joy, Brian",Brian Joy,Joy,Brian,1951-02-26,,Fullback,,,,,Fullback
KaneOusmane20010723,"Kané, Ousmane",Ousmane Kané,Kané,Ousmane,2001-07-23,,,Midfielder,Defensive Midfield,Central Midfield,,Defensive Midfield
KayAntony19821021,"Kay, Antony",Antony Kay,Kay,Antony,1982-10-21,,,Defender,Defensive Midfield,Centre-Back,Central Midfield,Defensive Midfield
KayJosh19970130,"Kay, Josh",Josh Kay,Kay,Josh,1997-01-30,,,Midfielder,Left Midfield,Central Midfield,Right Midfield,Left Midfield
KayMichael19890912,"Kay, Michael",Michael Kay,Kay,Michael,1989-09-12,,,Defender,Right-Back,Centre-Back,,Right-Back
KearneySidney19170328,"Kearney, Sidney",Sidney Kearney,Kearney,Sidney,1917-03-28,,Inside Left,,,,,Inside Left
KearnsJack19140104,"Kearns, Jack",Jack Kearns,Kearns,Jack,1914-01-04,,Right Back,,,,,Right Back
KellyCharles18940614,"Kelly, Charles",Charles Kelly,Kelly,Charles,1894-06-14,,Inside Right,,,,,Inside Right
KellyDavid19651125,"Kelly, David",David Kelly,Kelly,David,1965-11-25,,,Forward,Centre-Forward,,,Centre-Forward
KellyJohn19601020,"Kelly, John",John Kelly,Kelly,John,1960-10-20,,Inside Forward,,,,,Inside Forward
KellyNoel19211228,"Kelly, Noel",Noel Kelly,Kelly,Noel,1921-12-28,,Inside Forward,,,,,Inside Forward
KellyRobert19641221,"Kelly, Robert",Robert Kelly,Kelly,Robert,1964-12-21,,Midfielder,,,,,Midfielder
KennaJeff19700827,"Kenna, Jeff",Jeff Kenna,Kenna,Jeff,1970-08-27,,,Defender,Right-Back,Left-Back,,Right-Back
KennedyAndy18950901,"Kennedy, Andy",Andy Kennedy,Kennedy,Andy,1895-09-01,,Left Back,,,,,Left Back
KennedyDavid19490214,"Kennedy, David",David Kennedy,Kennedy,David,1949-02-14,,Outside Right,,,,,Outside Right
KennedyJack,"Kennedy, Jack",Jack Kennedy,Kennedy,Jack,,Unknown,Inside Left,,,,,Inside Left
KennedyMatthew19941101,"Kennedy, Matthew",Matthew Kennedy,Kennedy,Matthew,1994-11-01,,,Defender,Left Winger,Right Winger,Centre-Forward,Left Winger
KennyBilly19511023,"Kenny, Billy",Billy Kenny,Kenny,Billy,1951-10-23,,Midfielder,,,,,Midfielder
KenworthyJon19740818,"Kenworthy, Jon",Jon Kenworthy,Kenworthy,Jon,1974-08-18,,Outside Right,,,,,Outside Right
KerrJohn19591123,"Kerr, John",John Kerr,Kerr,John,1959-11-23,,Center Forward,,Centre-Forward,,,Center Forward
KhanOtis19950905,"Khan, Otis",Otis Khan,Khan,Otis,1995-09-05,,,Midfielder,Left Winger,Right Midfield,Left Midfield,Left Winger
KiddJackie19360115,"Kidd, Jackie",Jackie Kidd,Kidd,Jackie,1936-01-15,,Forward,,,,,Forward
KieranLen19260725,"Kieran, Len",Len Kieran,Kieran,Len,1926-07-25,,Left Half,,,,,Left Half
KimberleyJohn21899,"Kimberley, John",John Kimberley,Kimberley,John,,Q2 1899,Center Forward,,,,,Center Forward
KingAlan19450118,"King, Alan",Alan King,King,Alan,1945-01-18,,Left Half,,Centre-Back,Defensive Midfield,,Left Half
KingHerbert11911,"King, Herbert",Herbert King,King,Herbert,,Q1 1911,Inside Forward,,,,,Inside Forward
KingJohnny19380415,"King, Johnny",Johnny King,King,Johnny,1938-04-15,,Wing Half,,Central Midfield,,,Wing Half
KinsellaPat19431108,"Kinsella, Pat",Pat Kinsella,Kinsella,Pat,1943-11-08,,Forward,,,,,Forward
KirbyJake19940509,"Kirby, Jake",Jake Kirby,Kirby,Jake,1994-05-09,,,Midfielder,Right Midfield,Left Midfield,,Right Midfield
KirbyNya20000131,"Kirby, Nya",Nya Kirby,Kirby,Nya,2000-01-31,,,Midfielder,Central Midfield,Attacking Midfield,Left Midfield,Central Midfield
KitchingHarry31905,"Kitching, Harry",Harry Kitching,Kitching,Harry,,Q3 1905,Inside Forward,,,,,Inside Forward
KnappTony19361013,"Knapp, Tony",Tony Knapp,Knapp,Tony,1936-10-13,,Center Half,,,,,Center Half
KnightPercivalNat19870331,"Knight-Percival, Nat",Nat Knight-Percival,Knight-Percival,Nat,1987-03-31,,,,Centre-Back,Left-Back,,Centre-Back
KoumasJason19790925,"Koumas, Jason",Jason Koumas,Koumas,Jason,1979-09-25,,,Midfielder,Attacking Midfield,Left Winger,Right Winger,Attacking Midfield
KubickiDariusz19630606,"Kubicki, Dariusz",Dariusz Kubicki,Kubicki,Dariusz,1963-06-06,,,Defender,Right-Back,Left-Back,,Right-Back
LabadieJoss19900830,"Labadie, Joss",Joss Labadie,Labadie,Joss,1990-08-30,,,Midfielder,Central Midfield,Defensive Midfield,Attacking Midfield,Central Midfield
LairdMarc19860123,"Laird, Marc",Marc Laird,Laird,Marc,1986-01-23,,,Midfielder,Central Midfield,Defensive Midfield,Left Midfield,Central Midfield
LambHarry19250603,"Lamb, Harry",Harry Lamb,Lamb,Harry,1925-06-03,,Forward,,,,,Forward
LamontBill19261225,"Lamont, Bill",Bill Lamont,Lamont,Bill,1926-12-25,,Fullback,,,,,Fullback
LancasterDes19370716,"Lancaster, Des",Des Lancaster,Lancaster,Des,1937-07-16,,Outside Left,,,,,Outside Left
LaneFrankie19480720,"Lane, Frankie",Frankie Lane,Lane,Frankie,1948-07-20,,Goalkeeper,,,,,Goalkeeper
LawrenceTommy19400514,"Lawrence, Tommy",Tommy Lawrence,Lawrence,Tommy,1940-05-14,,Goalkeeper,,Goalkeeper,,,Goalkeeper
LeCornuCraig19600917,"Le Cornu, Craig",Craig Le Cornu,Le Cornu,Craig,1960-09-17,,Midfielder,,,,,Midfielder
LeakeJake20030220,"Leake, Jake",Jake Leake,Leake,Jake,2003-02-20,,,Defender,Left-Back,,,Left-Back
LearyRex41897,"Leary, Rex",Rex Leary,Leary,Rex,,Q4 1897,Center Half,,,,,Center Half
LeeAndy19620914,"Lee, Andy",Andy Lee,Lee,Andy,1962-09-14,,Midfielder,,,,,Midfielder
LeemingCliff19200202,"Leeming, Cliff",Cliff Leeming,Leeming,Cliff,1920-02-02,,Inside Forward,,,,,Inside Forward
LeonardMark19620927,"Leonard, Mark",Mark Leonard,Leonard,Mark,1962-09-27,,Center Forward,,,,,Center Forward
LeslieAlex1902,"Leslie, Alex",Alex Leslie,Leslie,Alex,,~1902,Right Half,,,,,Right Half
LewinsGeorge19060716,"Lewins, George",George Lewins,Lewins,George,1906-07-16,,Right Back,,,,,Right Back
LewisCyril19090410,"Lewis, Cyril",Cyril Lewis,Lewis,Cyril,1909-04-10,,Outside Right,,,,,Outside Right
LewisGinger11902,"Lewis, Ginger",Ginger Lewis,Lewis,Ginger,,Q1 1902,Left Half,,,,,Left Half
LewisJoseph,"Lewis, Joseph",Joseph Lewis,Lewis,Joseph,,Unknown,Right Back,,,,,Right Back
LewisNorman19080613,"Lewis, Norman",Norman Lewis,Lewis,Norman,1908-06-13,,Goalkeeper,,Goalkeeper,,,Goalkeeper
LewisPaul19941217,"Lewis, Paul",Paul Lewis,Lewis,Paul,1994-12-17,,,Midfielder,Central Midfield,Attacking Midfield,Right Midfield,Central Midfield
LeylandHarry19300512,"Leyland, Harry",Harry Leyland,Leyland,Harry,1930-05-12,,Goalkeeper,,Goalkeeper,,,Goalkeeper
LinwoodPaul19831024,"Linwood, Paul",Paul Linwood,Linwood,Paul,1983-10-24,,,Defender,Centre-Back,,,Centre-Back
LittlehalesHarry19010826,"Littlehales, Harry",Harry Littlehales,Littlehales,Harry,1901-08-26,,Inside Forward,,,,,Inside Forward
LivingstoneDuggie18980225,"Livingstone, Duggie",Duggie Livingstone,Livingstone,Duggie,1898-02-25,,Left Back,,,,,Left Back
LloydDanny19911203,"Lloyd, Danny",Danny Lloyd,Lloyd,Danny,1991-12-03,,,Midfielder,Centre-Forward,Right Winger,Left Winger,Centre-Forward
LloydEvan,"Lloyd, Evan",Evan Lloyd,Lloyd,Evan,,Unknown,Center Forward,,,,,Center Forward
LloydHarold19200312,"Lloyd, Harold",Harold Lloyd,Lloyd,Harold,1920-03-12,,Goalkeeper,,,,,Goalkeeper
LoganShaleum19880129,"Logan, Shaleum",Shaleum Logan,Logan,Shaleum,1988-01-29,,,Defender,Right-Back,Right Midfield,Left-Back,Right-Back
LomaxArthur20040517,"Lomax, Arthur",Arthur Lomax,Lomax,Arthur,2004-05-17,,,Midfielder,Attacking Midfield,Right Midfield,Left Midfield,Attacking Midfield
LomaxJohn,"Lomax, John",John Lomax,Lomax,John,,Unknown,Inside Left,,,,,Inside Left
LoranTyrone19810629,"Loran, Tyrone",Tyrone Loran,Loran,Tyrone,1981-06-29,,,Defender,Right-Back,Centre-Back,,Right-Back
LorensonRoy19320408,"Lorenson, Roy",Roy Lorenson,Lorenson,Roy,1932-04-08,,Center Half,,,,,Center Half
LornieJack19390302,"Lornie, Jack",Jack Lornie,Lornie,Jack,1939-03-02,,Outside Right,,,,,Outside Right
LoweRyan19780918,"Lowe, Ryan",Ryan Lowe,Lowe,Ryan,1978-09-18,,,Forward,Centre-Forward,Second Striker,Right Winger,Centre-Forward
LoydenEddie19451222,"Loyden, Eddie",Eddie Loyden,Loyden,Eddie,1945-12-22,,Center Forward,,Centre-Forward,,,Center Forward
LucyCallum19981109,"Lucy, Callum",Callum Lucy,Lucy,Callum,1998-11-09,,,Midfielder,Central Midfield,Attacking Midfield,Defensive Midfield,Central Midfield
LumbyJim19541002,"Lumby, Jim",Jim Lumby,Lumby,Jim,1954-10-02,,Forward,,,,,Forward
MacDonaldCalum19971218,"MacDonald, Calum",Calum MacDonald,MacDonald,Calum,1997-12-18,,,Defender,Left-Back,,,Left-Back
MacDonaldJohn19210901,"MacDonald, John",John MacDonald,MacDonald,John,1921-09-01,,Fullback,,,,,Fullback
MacDonaldWillie,"MacDonald, Willie",Willie MacDonald,MacDonald,Willie,,Unknown,Inside Right,,,,,Inside Right
MacNameeJohn19420731,"MacNamee, John",John MacNamee,MacNamee,John,1942-07-31,,Winger,,,,,Winger
MacauleyJosh19910302,"Macauley, Josh",Josh Macauley,Macauley,Josh,1991-03-02,,,Forward,Centre-Forward,,,Centre-Forward
MackayWilliam,"Mackay, William",William Mackay,Mackay,William,,Unknown,Outside Right,,,,,Outside Right
MackrethJack19920413,"Mackreth, Jack",Jack Mackreth,Mackreth,Jack,1992-04-13,,,Forward,Right Midfield,Central Midfield,,Right Midfield
MaddocksEmlyn19170706,"Maddocks, Emlyn",Emlyn Maddocks,Maddocks,Emlyn,1917-07-06,,Center Forward,,,,,Center Forward
MaddoxJacob19981103,"Maddox, Jacob",Jacob Maddox,Maddox,Jacob,1998-11-03,,,Midfielder,Attacking Midfield,Right Midfield,Left Midfield,Attacking Midfield
MadjoGuy19840601,"Madjo, Guy",Guy Madjo,Madjo,Guy,1984-06-01,,,Forward,Centre-Forward,,,Centre-Forward
MaguireJoe19960118,"Maguire, Joe",Joe Maguire,Maguire,Joe,1996-01-18,,,Defender,Left-Back,Centre-Back,Right-Back,Left-Back
MaherAiden19461201,"Maher, Aiden",Aiden Maher,Maher,Aiden,1946-12-01,,Outside Left,,,,,Outside Left
MaherCyril21918,"Maher, Cyril",Cyril Maher,Maher,Cyril,,Q2 1918,Outside Right,,,,,Outside Right
MahonAlan19780404,"Mahon, Alan",Alan Mahon,Mahon,Alan,1978-04-04,,Midfielder,Midfielder,Left Midfield,Attacking Midfield,,Midfielder
MajorBill19110114,"Major, Bill",Bill Major,Major,Bill,1911-01-14,,Center Half,,,,,Center Half
MalcolmJohn19170520,"Malcolm, John",John Malcolm,Malcolm,John,1917-05-20,,Half Back,,,,,Half Back
MalkinChris19670604,"Malkin, Chris",Chris Malkin,Malkin,Chris,1967-06-04,,Striker,,Centre-Forward,,,Striker
ManganAndy19860830,"Mangan, Andy",Andy Mangan,Mangan,Andy,1986-08-30,,,Forward,Centre-Forward,Right Winger,Left Winger,Centre-Forward
ManningJohn19401211,"Manning, John",John Manning,Manning,John,1940-12-11,,Center Forward,,,,,Center Forward
MantomSam19920220,"Mantom, Sam",Sam Mantom,Mantom,Sam,1992-02-20,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
MargettsJohnny19930928,"Margetts, Johnny",Johnny Margetts,Margetts,Johnny,1993-09-28,,,Forward,Centre-Forward,Second Striker,,Centre-Forward
MarquisFred18990615,"Marquis, Fred",Fred Marquis,Marquis,Fred,1899-06-15,,Center Forward,,,,,Center Forward
MartinBarrie19350929,"Martin, Barrie",Barrie Martin,Martin,Barrie,1935-09-29,,Left Back,,Left-Back,,,Left Back
MartinDavid19860122,"Martin, David",David Martin,Martin,David,1986-01-22,,,Goalkeeper,Goalkeeper,,,Goalkeeper
MartindaleDave19640409,"Martindale, Dave",Dave Martindale,Martindale,Dave,1964-04-09,,Midfielder,,Central Midfield,Defensive Midfield,,Midfielder
MathiasRay19461213,"Mathias, Ray",Ray Mathias,Mathias,Ray,1946-12-13,,Fullback,,Right-Back,,,Fullback
MatiasPedroMiguel19731011,"Matias, Pedro Miguel",Pedro Miguel Matias,Matias,Pedro Miguel,1973-10-11,,,Midfielder,Left Winger,,,Left Winger
MatthewsVince18960115,"Matthews, Vince",Vince Matthews,Matthews,Vince,1896-01-15,,Center Half,,,,,Center Half
MaynardLois19890122,"Maynard, Lois",Lois Maynard,Maynard,Lois,1989-01-22,,,Midfielder,Defensive Midfield,Central Midfield,Centre-Back,Defensive Midfield
MaynardNicky19861211,"Maynard, Nicky",Nicky Maynard,Maynard,Nicky,1986-12-11,,,Forward,Centre-Forward,Left Winger,Right Winger,Centre-Forward
MayorDanny19901018,"Mayor, Danny",Danny Mayor,Mayor,Danny,1990-10-18,,,Midfielder,Central Midfield,Left Midfield,Attacking Midfield,Central Midfield
MaysonJohn19081024,"Mayson, John",John Mayson,Mayson,John,1908-10-24,,Outside Left,,,,,Outside Left
McAlearReece20020212,"McAlear, Reece",Reece McAlear,McAlear,Reece,2002-02-12,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
McAteerJason19710618,"McAteer, Jason",Jason McAteer,McAteer,Jason,1971-06-18,,,Midfielder,Right Midfield,Central Midfield,Right-Back,Right Midfield
McAuleyHughie19530108,"McAuley, Hughie",Hughie McAuley,McAuley,Hughie,1953-01-08,,Outside Left,,Left Winger,,,Outside Left
McBennettSeamus19251116,"McBennett, Seamus",Seamus McBennett,McBennett,Seamus,1925-11-16,,Outside Right,,,,,Outside Right
McBurneyMike19530912,"McBurney, Mike",Mike McBurney,McBurney,Mike,1953-09-12,,Forward,,,,,Forward
McCarrickMark19620204,"McCarrick, Mark",Mark McCarrick,McCarrick,Mark,1962-02-04,,Left Back,,Left-Back,,,Left Back
McChrystalMark19840626,"McChrystal, Mark",Mark McChrystal,McChrystal,Mark,1984-06-26,,,Defender,Centre-Back,,,Centre-Back
McCreadyChris19810905,"McCready, Chris",Chris McCready,McCready,Chris,1981-09-05,,,Defender,Centre-Back,Left-Back,Right-Back,Centre-Back
McCulloughLuke19940215,"McCullough, Luke",Luke McCullough,McCullough,Luke,1994-02-15,,,Defender,Centre-Back,Defensive Midfield,Right-Back,Centre-Back
McDevittKenny19290304,"McDevitt, Kenny",Kenny McDevitt,McDevitt,Kenny,1929-03-04,,Outside Right,,,,,Outside Right
McDonaghGerry19980214,"McDonagh, Gerry",Gerry McDonagh,McDonagh,Gerry,1998-02-14,,,Forward,Centre-Forward,,,Centre-Forward
McDonaldClayton19881206,"McDonald, Clayton",Clayton McDonald,McDonald,Clayton,1988-12-06,,,Defender,Centre-Back,,,Centre-Back
